Index,RawL,RawR,ConvL,ConvR,MaxRL,MaxRR,MaxCL,MaxCR,IdxL,IdxR,VelL,VelR,NoiseL,NoiseR
0, -0.030930,  0.206510,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
1,  0.024070, -0.011490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
2,  0.025070, -0.011490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
3,  0.026070, -0.011490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
4,  0.029070, -0.011490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
5,  0.031070, -0.011490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
6,  0.032070, -0.012490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
7,  0.032070, -0.013490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
8,  0.032070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
9,  0.032070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
10,  0.033070, -0.013490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
11,  0.034070, -0.013490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
12,  0.033070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
13,  0.032070, -0.015490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
14,  0.031070, -0.015490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
15,  0.031070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
16,  0.031070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
17,  0.030070, -0.015490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
18,  0.029070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
19,  0.029070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
20,  0.029070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
21,  0.029070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
22,  0.028070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
23,  0.027070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
24,  0.027070, -0.014490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
25,  0.027070, -0.012490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
26,  0.027070, -0.013490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
27,  0.027070, -0.012490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
28,  0.027070, -0.013490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
29,  0.027070, -0.012490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
30,  0.029070, -0.010490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
31,  0.031070, -0.008490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
32,  0.032070, -0.008490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
33,  0.033070, -0.008490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
34,  0.035070, -0.008490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
35,  0.038070, -0.007490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
36,  0.041070, -0.007490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
37,  0.043070, -0.008490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
38,  0.045070, -0.010490,  0.000000,  0.000000,  1.728930,  1.070510,  0.001000,  0.000630,745.000000,  0.000000,5344.806152,  0.000000,  0.068070,  0.084490
