Id,Index,Encoder,Position,Lab UPT,AmpL,AmpR,SnrL,SnrR,NoiL,NoiR,avgUPT,UPTCnt,IdxL,IdxR,UptL,UptR,UPT-Total,VelL,VelR,SkewL,SkewT,GLenL,GLenR,FreqL,FreqR,ZFAvgL,ZFAvgR,ZStdL,ZStdR,FFreqL,FFreqR,FZFAvgL,FZFAvgR,FZStdL,FZStdR
296193,109,1933891923,32.0295,,1.76737,0.67649,11.5794,12.4104,0.15263,0.05451,444.92,165,0,741,0,211.714,211.714,0,5359.05,0.272988,0.181993,0,44.6688,0,0,0,0,0,0,0,0,0,0,0,0
296193,110,1933891932,32.278,,1.15193,1.12208,9.44747,16.0114,0.12193,0.07008,444.92,165,749,909,214,259.714,473.714,5302.17,4003.49,0.272988,0.181993,44.6719,40.9355,0,0,0,0,0,0,0,0,0,0,0,0
296193,111,1933891942,32.5541,,1.68913,1.2333,30.2332,22.302,0.05587,0.0553,444.92,165,0,0,0,0,0,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,112,1933891952,32.8303,,1.97915,1.06822,44.8279,18.4877,0.04415,0.05778,444.92,165,786,792,224.571,226.286,450.857,4937.85,4859.55,0.272988,0.181993,43.6575,43.2932,0,0,0,0,0,0,0,0,0,0,0,0
296193,113,1933891958,32.9959,,2.03015,0.7412,56.1591,12.3123,0.03615,0.0602,444.92,165,799,780,228.286,222.857,451.143,4821.45,4968.51,0.272988,0.181993,43.3334,43.5933,0,0,0,0,0,0,0,0,0,0,0,0
296193,114,1933891967,33.2444,,2.02478,0.51052,22.5527,8.17093,0.08978,0.06248,444.92,165,796,765,227.429,218.571,446,4847.82,5111.79,0.272988,0.181993,43.4068,43.9879,0,0,0,0,0,0,0,0,0,0,0,0
296193,115,1933891980,33.6034,,1.95584,0.54346,28.8302,6.6715,0.06784,0.08146,444.92,165,798,736,228,210.286,438.286,4830.2,5413.61,0.272988,0.181993,43.3577,44.8191,0,0,0,0,0,0,0,0,0,0,0,0
296193,116,1933891995,34.0176,,1.50077,0.54504,23.5341,5.92177,0.06377,0.09204,444.92,165,810,751,231.429,214.571,446,4727.15,5253.18,0.272988,0.181993,43.0708,44.3772,0,0,0,0,0,0,0,0,0,0,0,0
296193,117,1933892007,34.3489,,1.6421,0.58211,17.2671,8.21145,0.0951,0.07089,444.92,165,0,753,0,215.143,215.143,0,5232.5,0.272988,0.181993,0,44.3203,0,0,0,0,0,0,0,0,0,0,0,0
296193,118,1933892018,34.6526,,0.95654,0.42489,14.8209,8.69073,0.06454,0.04889,444.92,165,794,765,226.857,218.571,445.429,4865.56,5111.79,0.272988,0.181993,43.4562,43.9879,0,0,0,0,0,0,0,0,0,0,0,0
296193,119,1933892029,34.9564,,1.54059,0.4088,13.4655,10.1692,0.11441,0.0402,444.92,165,844,766,241.143,218.857,460,4457.7,5101.98,0.272988,0.181993,42.3206,43.9608,0,0,0,0,0,0,0,0,0,0,0,0
296193,120,1933892039,35.2325,,1.07503,0.48374,10.4341,5.99133,0.10303,0.08074,444.92,165,855,770,244.286,220,464.286,4376.98,5063.12,0.272988,0.181993,42.0958,43.8538,0,0,0,0,0,0,0,0,0,0,0,0
296193,121,1933892048,35.481,,1.60024,0.50405,23.7989,7.40705,0.06724,0.06805,444.92,165,0,774,0,221.143,221.143,0,5024.85,0.272988,0.181993,0,43.7484,0,0,0,0,0,0,0,0,0,0,0,0
296193,122,1933892058,35.7571,,1.16,0.63603,5.88832,7.48535,0.197,0.08497,444.92,165,0,785,0,224.286,224.286,0,4922.52,0.272988,0.181993,0,43.4666,0,0,0,0,0,0,0,0,0,0,0,0
296193,123,1933892071,36.116,,1.01935,0.53212,9.15447,7.95634,0.11135,0.06688,444.92,165,0,762,0,217.714,217.714,0,5141.44,0.272988,0.181993,0,44.0695,0,0,0,0,0,0,0,0,0,0,0,0
296193,124,1933892077,36.2817,,1.05055,0.99858,14.1108,17.3908,0.07445,0.05742,444.92,165,861,789,246,225.429,471.429,4334.17,4886.34,0.272988,0.181993,41.9766,43.367,0,0,0,0,0,0,0,0,0,0,0,0
296193,125,1933892091,36.6683,,0.87735,1.05744,4.947,19.0324,0.17735,0.05556,444.92,165,0,0,0,0,0,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,126,1933892101,36.9444,,1.22751,0.77749,11.3145,12.2459,0.10849,0.06349,444.92,165,878,796,250.857,227.429,478.286,4217.31,4824.28,0.272988,0.181993,41.6512,43.196,0,0,0,0,0,0,0,0,0,0,0,0
296193,127,1933892112,37.2481,,2.03827,0.77801,14.6354,16.9169,0.13927,0.04599,444.92,165,890,793,254.286,226.571,480.857,4138.54,4850.68,0.272988,0.181993,41.4319,43.2688,0,0,0,0,0,0,0,0,0,0,0,0
296193,128,1933892124,37.5795,,2.08744,0.84977,19.0529,11.069,0.10956,0.07677,444.92,165,894,796,255.429,227.429,482.857,4112.93,4824.28,0.272988,0.181993,41.3606,43.196,0,0,0,0,0,0,0,0,0,0,0,0
296193,129,1933892135,37.8832,,2.04506,1.1496,14.6138,17.2613,0.13994,0.0666,444.92,165,902,803,257.714,229.429,487.143,4062.65,4763.78,0.272988,0.181993,41.2206,43.0294,0,0,0,0,0,0,0,0,0,0,0,0
296193,130,1933892140,38.0212,,2.03333,1.14721,23.193,14.8583,0.08767,0.07721,444.92,165,902,811,257.714,231.714,489.429,4062.65,4696.47,0.272988,0.181993,41.2206,42.844,0,0,0,0,0,0,0,0,0,0,0,0
296193,131,1933892155,38.4354,,1.72284,1.0417,22.6213,16.3532,0.07616,0.0637,444.92,165,901,800,257.429,228.571,486,4068.87,4789.52,0.272988,0.181993,41.2379,43.1003,0,0,0,0,0,0,0,0,0,0,0,0
296193,132,1933892163,38.6563,,1.13872,0.8058,26.0457,13.9412,0.04372,0.0578,444.92,165,0,810,0,231.429,231.429,0,4704.78,0.272988,0.181993,0,42.8669,0,0,0,0,0,0,0,0,0,0,0,0
296193,133,1933892171,38.8772,,0.98713,0.77097,9.41289,14.8349,0.10487,0.05197,444.92,165,1033,815,295.143,232.857,528,3385.09,4663.52,0.272988,0.181993,39.3341,42.7533,0,0,0,0,0,0,0,0,0,0,0,0
296193,134,1933892183,39.2085,,1.25551,0.8637,18.3313,13.9984,0.06849,0.0617,444.92,165,1038,938,296.571,268,564.571,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,135,1933892195,39.5399,,0.89795,0.88971,14.0195,14.2834,0.06405,0.06229,444.92,165,0,931,0,266,266,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,136,1933892207,39.8712,,1.1313,0.72034,9,10.3408,0.1257,0.06966,444.92,165,875,804,250,229.714,479.714,4237.47,4755.26,0.272988,0.181993,41.7074,43.006,0,0,0,0,0,0,0,0,0,0,0,0
296193,137,1933892218,40.175,,1.3319,0.59752,14.8154,12.076,0.0899,0.04948,444.92,165,853,809,243.714,231.143,474.857,4391.44,4713.12,0.272988,0.181993,42.1361,42.8899,0,0,0,0,0,0,0,0,0,0,0,0
296193,138,1933892231,40.5339,,1.55151,0.48027,14.7049,6.10021,0.10551,0.07873,444.92,165,901,797,257.429,227.714,485.143,4068.87,4815.54,0.272988,0.181993,41.2379,43.172,0,0,0,0,0,0,0,0,0,0,0,0
296193,139,1933892239,40.7548,,1.99631,0.39268,31.5323,4.1196,0.06331,0.09532,444.92,165,901,794,257.429,226.857,484.286,4068.87,4841.85,0.272988,0.181993,41.2379,43.2444,0,0,0,0,0,0,0,0,0,0,0,0
296193,140,1933892250,41.0585,,1.9444,0.53345,12.6754,7.90882,0.1534,0.06745,444.92,165,898,802,256.571,229.143,485.714,4087.64,4772.33,0.272988,0.181993,41.2902,43.053,0,0,0,0,0,0,0,0,0,0,0,0
296193,141,1933892257,41.2518,,1.9989,0.72472,17.8633,11.9354,0.1119,0.06072,444.92,165,894,800,255.429,228.571,484,4112.93,4789.52,0.272988,0.181993,41.3606,43.1003,0,0,0,0,0,0,0,0,0,0,0,0
296193,142,1933892269,41.5832,,1.06075,0.73297,1.58736,12.4169,0.66825,0.05903,444.92,165,0,807,0,230.571,230.571,0,4729.88,0.272988,0.181993,0,42.9361,0,0,0,0,0,0,0,0,0,0,0,0
296193,143,1933892278,41.8317,,0.74204,0.91421,8.15787,15.7054,0.09096,0.05821,444.92,165,873,802,249.429,229.143,478.571,4251.02,4772.33,0.272988,0.181993,41.7451,43.053,0,0,0,0,0,0,0,0,0,0,0,0
296193,144,1933892288,42.1078,,0.32729,0.85099,3.24983,15.199,0.10071,0.05599,444.92,165,0,926,0,264.571,264.571,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,145,1933892302,42.4943,,1.25615,0.62819,14.8044,13.0357,0.08485,0.04819,444.92,165,949,0,271.143,0,271.143,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,146,1933892310,42.7152,,2.05524,0.09724,13.5427,1.79277,0.15176,0.05424,444.92,165,801,0,228.857,0,228.857,4804.02,0,0.272988,0.181993,43.2848,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,147,1933892320,42.9913,,2.04238,0.06671,38.9916,1.21934,0.05238,0.05471,444.92,165,0,0,0,0,0,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,148,1933892331,43.2951,,1.9641,0.06828,17.0643,1.50795,0.1151,0.04528,444.92,165,0,0,0,0,0,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,149,1933892344,43.654,,1.71105,1.13724,31.1383,22.6361,0.05495,0.05024,444.92,165,876,764,250.286,218.286,468.571,4230.73,5121.64,0.272988,0.181993,41.6886,44.015,0,0,0,0,0,0,0,0,0,0,0,0
296193,150,1933892357,44.013,,2.0048,1.01312,37.9697,28.2363,0.0528,0.03588,444.92,165,866,762,247.429,217.714,465.143,4299.13,5141.44,0.272988,0.181993,41.8791,44.0695,0,0,0,0,0,0,0,0,0,0,0,0
296193,151,1933892366,44.2615,,1.98486,1.42477,17.4325,17.6398,0.11386,0.08077,444.92,165,0,0,0,0,0,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,152,1933892375,44.51,,2.0154,1.28348,28.148,25.4255,0.0716,0.05048,444.92,165,741,891,211.714,254.571,466.286,5388.13,4115.01,0.272988,0.181993,44.9112,41.2427,0,0,0,0,0,0,0,0,0,0,0,0
296193,153,1933892382,44.7033,,1.96098,1.00279,20.6462,14.7015,0.09498,0.06821,444.92,165,862,882,246.286,252,498.286,4327.12,4173.14,0.272988,0.181993,41.957,41.4028,0,0,0,0,0,0,0,0,0,0,0,0
296193,154,1933892395,45.0622,,1.96559,0.97767,26.4157,14.3081,0.07441,0.06833,444.92,165,0,747,0,213.429,213.429,0,5295.02,0.272988,0.181993,0,44.4925,0,0,0,0,0,0,0,0,0,0,0,0
296193,155,1933892405,45.3383,,1.72893,1.07051,25.3993,12.6703,0.06807,0.08449,444.92,165,745,0,212.857,0,212.857,5344.81,0,0.272988,0.181993,44.7906,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,156,1933892415,45.6145,,1.98732,1.35561,32.409,24.4739,0.06132,0.05539,444.92,165,735,864,210,246.857,456.857,5454.45,4294.45,0.272988,0.181993,45.0958,41.7369,0,0,0,0,0,0,0,0,0,0,0,0
296193,157,1933892423,45.8353,,2.025,1.11549,21.5426,17.0278,0.094,0.06551,444.92,165,727,0,207.714,0,207.714,5545.46,0,0.272988,0.181993,45.3492,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,158,1933892434,46.1391,,2.04428,1.54027,40.3052,24.7353,0.05072,0.06227,444.92,165,729,865,208.286,247.143,455.429,5522.42,4287.53,0.272988,0.181993,45.2851,41.7178,0,0,0,0,0,0,0,0,0,0,0,0
296193,159,1933892447,46.498,,2.06325,1.27204,20.0803,23.5389,0.10275,0.05404,444.92,165,735,725,210,207.143,417.143,5454.45,5537.63,0.272988,0.181993,45.0958,45.1606,0,0,0,0,0,0,0,0,0,0,0,0
296193,160,1933892460,46.857,,1.81043,1.56324,17.0105,25.9502,0.10643,0.06024,444.92,165,738,725,210.857,207.143,418,5421.09,5537.63,0.272988,0.181993,45.0029,45.1606,0,0,0,0,0,0,0,0,0,0,0,0
296193,161,1933892474,47.2435,,0.98672,1.93197,11.7076,27.5877,0.08428,0.07003,444.92,165,743,719,212.286,205.429,417.714,5366.38,5607.7,0.272988,0.181993,44.8506,45.3536,0,0,0,0,0,0,0,0,0,0,0,0
296193,162,1933892488,47.6301,,0.1117,2.06788,1.9029,24.6528,0.0587,0.08388,444.92,165,0,0,0,0,0,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,163,1933892494,47.7958,,0.11504,0.52329,0.8779,6.20821,0.13104,0.08429,444.92,165,0,0,0,0,0,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296193,164,1933892506,48.1271,,0.11175,0.08753,1.17942,1.66819,0.09475,0.05247,444.92,165,0,0,0,0,0,0,0,0.272988,0.181993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
