Index,RawL,RawR,ConvL,ConvR,MaxRL,MaxRR,MaxCL,MaxCR,IdxL,IdxR,VelL,VelR,NoiseL,NoiseR
0, -0.475800, -0.777120,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
1,  0.047200,  0.007880,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
2,  0.048200,  0.006880,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
3,  0.050200,  0.005880,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
4,  0.051200,  0.004880,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
5,  0.052200,  0.000880,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
6,  0.052200, -0.002120,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
7,  0.052200, -0.004120,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
8,  0.054200, -0.005120,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
9,  0.055200, -0.006120,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
10,  0.055200, -0.007120,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
11,  0.054200, -0.008120,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
12,  0.056200, -0.010120,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
13,  0.058200, -0.010120,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
14,  0.060200, -0.011120,  0.000000,  0.000000,  2.004800,  1.013120,  0.001000,  0.000430,866.000000,762.000000,4299.131836,5141.443848,  0.052800,  0.035880
