Index,RawL,RawR,ConvL,ConvR,MaxRL,MaxRR,MaxCL,MaxCR,IdxL,IdxR,VelL,VelR,NoiseL,NoiseR
0, -0.580950, -0.144190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
1,  0.060050, -0.008190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
2,  0.058050, -0.008190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
3,  0.056050, -0.007190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
4,  0.052050, -0.007190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
5,  0.048050, -0.007190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
6,  0.045050, -0.006190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
7,  0.042050, -0.004190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
8,  0.039050, -0.003190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
9,  0.035050, -0.001190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
10,  0.031050, -0.000190,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
11,  0.028050,  0.001810,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
12,  0.025050,  0.003810,  0.000000,  0.000000,  1.985950,  1.129190,  0.001000,  0.000530,731.000000,  0.000000,5499.576172,  0.000000,  0.092050,  0.059190
