Index,RawL,RawR,ConvL,ConvR,MaxRL,MaxRR,MaxCL,MaxCR,IdxL,IdxR,VelL,VelR,NoiseL,NoiseR
0,  0.082710,  0.219340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
1,  0.058710,  0.018340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
2,  0.058710,  0.019340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
3,  0.058710,  0.019340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
4,  0.059710,  0.018340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
5,  0.058710,  0.018340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
6,  0.058710,  0.018340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
7,  0.058710,  0.018340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
8,  0.057710,  0.017340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
9,  0.055710,  0.017340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
10,  0.054710,  0.017340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
11,  0.052710,  0.018340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
12,  0.050710,  0.017340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
13,  0.047710,  0.017340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
14,  0.044710,  0.015340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
15,  0.042710,  0.015340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
16,  0.040710,  0.016340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
17,  0.039710,  0.016340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
18,  0.036710,  0.016340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
19,  0.033710,  0.015340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
20,  0.031710,  0.015340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
21,  0.029710,  0.015340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
22,  0.028710,  0.017340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
23,  0.025710,  0.018340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
24,  0.023710,  0.020340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
25,  0.021710,  0.022340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
26,  0.019710,  0.026340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
27,  0.018710,  0.029340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
28,  0.016710,  0.033340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
29,  0.014710,  0.033340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
30,  0.011710,  0.035340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
31,  0.011710,  0.037340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
32,  0.010710,  0.039340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
33,  0.008710,  0.041340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
34,  0.006710,  0.042340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
35,  0.005710,  0.044340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
36,  0.005710,  0.047340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
37,  0.005710,  0.050340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
38,  0.004710,  0.052340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
39,  0.002710,  0.052340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
40,  0.001710,  0.053340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
41,  0.000710,  0.054340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
42, -0.000290,  0.056340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
43, -0.002290,  0.057340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
44, -0.005290,  0.056340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
45, -0.007290,  0.056340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
46, -0.009290,  0.057340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
47, -0.010290,  0.057340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
48, -0.014290,  0.058340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
49, -0.017290,  0.058340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
50, -0.020290,  0.058340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
51, -0.022290,  0.057340,  0.000000,  0.000000,  1.751290,  1.654340,  0.001000,  0.001030,743.000000,722.000000,5366.380371,5572.442383,  0.101290,  0.070660
