Index,RawL,RawR,ConvL,ConvR,MaxRL,MaxRR,MaxCL,MaxCR,IdxL,IdxR,VelL,VelR,NoiseL,NoiseR
0,  0.172160,  0.027300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
1,  0.017160,  0.010300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
2,  0.013160,  0.013300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
3,  0.008160,  0.015300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
4,  0.003160,  0.016300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
5, -0.000840,  0.017300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
6, -0.004840,  0.018300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
7, -0.008840,  0.019300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
8, -0.013840,  0.020300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
9, -0.019840,  0.020300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
10, -0.023840,  0.021300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
11, -0.027840,  0.022300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
12, -0.031840,  0.023300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
13, -0.036840,  0.021300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
14, -0.041840,  0.021300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
15, -0.044840,  0.021300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
16, -0.046840,  0.021300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
17, -0.049840,  0.022300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
18, -0.053840,  0.022300,  0.000000,  0.000000,  1.722840,  1.041700,  0.001000,  0.000740,901.000000,800.000000,4068.870605,4789.522461,  0.076160,  0.063700
