Index,RawL,RawR,ConvL,ConvR,MaxRL,MaxRR,MaxCL,MaxCR,IdxL,IdxR,VelL,VelR,NoiseL,NoiseR
0,  0.450370,  0.082040,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
1,  0.009370, -0.015960,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
2,  0.009370, -0.015960,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
3,  0.013370, -0.013960,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
4,  0.016370, -0.012960,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
5,  0.016370, -0.012960,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
6,  0.014370, -0.013960,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
7,  0.012370, -0.014960,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
8,  0.012370, -0.014960,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
9,  0.012370, -0.013960,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
10,  0.012370, -0.013960,  0.000000,  0.000000,  1.952370,  0.836960,  0.001000,  0.000390,729.000000,731.000000,5522.420898,5469.284180,  0.103370,  0.058960
