Index,RawL,RawR,ConvL,ConvR,MaxRL,MaxRR,MaxCL,MaxCR,IdxL,IdxR,VelL,VelR,NoiseL,NoiseR
0,  0.406430, -0.030230,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
1,  0.008430,  0.033770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
2,  0.007430,  0.032770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
3,  0.007430,  0.032770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
4,  0.006430,  0.029770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
5,  0.005430,  0.027770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
6,  0.004430,  0.024770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
7,  0.004430,  0.023770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
8,  0.004430,  0.021770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
9,  0.003430,  0.019770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
10,  0.002430,  0.018770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
11,  0.000430,  0.016770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
12,  0.000430,  0.015770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
13, -0.000570,  0.013770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
14, -0.001570,  0.011770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
15, -0.003570,  0.009770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
16, -0.004570,  0.008770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
17, -0.004570,  0.007770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
18, -0.006570,  0.007770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
19, -0.007570,  0.005770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
20, -0.009570,  0.003770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
21, -0.010570,  0.002770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
22, -0.010570,  0.002770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
23, -0.011570,  0.002770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
24, -0.012570,  0.001770,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
25, -0.014570, -0.000230,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
26, -0.015570, -0.001230,  0.000000,  0.000000,  2.023570,  0.654770,  0.001000,  0.000240,  0.000000,783.000000,  0.000000,4940.817383,  0.072430,  0.051230
